id,date,text,target
3761,2009-05-14,@theemdash Wondered where you went. ,0
3762,2009-06-06,omgg so cold and tired   i miss all time low,0
3763,2009-05-17,Man the rain sucks ass.  I wanted to go to kennesaw mnt today ,0
3764,2009-06-16,I would totally let a girl shart on my d***... &quot;if I ever get the chance&quot; ,0
3765,2009-06-18,"now ive finished school, i kindaa miss it ",0
3766,2009-06-05,i miss house ,0
3767,2009-06-18,"@SolWorks well, I do BK. The problem is, I also do work. ",0
3768,2009-06-19,@maddisondesigns no Twitter??!!!    arggh  that would be a disaster of epic proportions in so many ways on so many levels ,0
3769,2009-05-29,Rainy day is rainy. ,0
3770,2009-06-07,@Artchild awww chica sorry I couldn't be there...... ,0
3771,2009-05-30,"@carlocasas It doesn't hurt anymore, although my nose is quite tragically starting to flake off. ",0
3772,2009-06-16,i feel like listening to Deathstars this morning ... i want a  band tee sooo baddd ,0
3773,2009-06-24,"meh, the night is hitting hard... ",0
3774,2009-05-10,@huwstephens I am very jealous ,0
3775,2009-06-18,Dreading having to work @ rainforest tonight. My friend jus told me were on summer hours as of tmw! So ill be gettn out @ 2 am!!!  ,0
3776,2009-06-07,I'm shaking right now &amp; I don't know why ,0
3777,2009-04-18,Doing freaking tally sheets for my survey project  I wish I would have finished this in school and didn't have to do a bs chart,0
3778,2009-05-10,wishes Danny doesn't go home this week... ,0
3779,2009-06-06,@tymusic They have won their first seat in burnley though ,0
3780,2009-06-03,Going to go to bed  so sleepy!,0
3781,2009-06-01,"@visceran My FM transmitter is almost toast from having to leave it in the car, too ",0
3782,2009-05-29,Got a deadline to meet!!! No TGIF for me ,0
3783,2009-06-17,didn't get the job ,0
3784,2009-04-20,I feel so ill  think im coming down with flu or something.,0
3785,2009-06-20,"@DavidFaustino yeah, im feeling sick too  boo.",0
3786,2009-06-18,@_Lyrical_Guess_ haha.. I don't know how that works.. I think Twitter did it.. sorry I'm not much help.. ,0
3787,2009-06-16,@markmiazga  I'm sorry to hear that. I hope all works out well,0
3788,2009-06-07,I hate being grounded 10 days to see Lucas ,0
3789,2009-05-02,Why cant i ever sleep in anymore? ,0
3790,2009-06-17,@Surf_and_turf but now i'm thinking maybe Taco Bueno hahaha. i allow one bad lunch a week. now i can't decide ,0
3791,2009-04-19,"@avataraang just cause 8-&gt; )))))))) (i'm sorry. Assumer ba ako?  Kbye. Hi, Bea Medrano here(((( )",0
3792,2009-06-20,@MissKsyn being lazy. I wouldn't been home if I actually walked to 14th. ,0
3793,2009-06-20,"Workingg 6-close  I haaate el chico! Haha if you love me, come see me!",0
3794,2009-06-25,Its FINALLY my day off!!! Yeah for me!!!!  It has been a long week.  Now to see what is wrong with my CAR???  ,0
3795,2009-06-15,"For Good - Wicked ; this song is beautiful, it makes me think of a missed loved one. ",0
3796,2009-06-18,Wishing I could lay out and swim...but I'm working all day and all night ,0
3797,2009-05-31,Twitter won't upload my new pic  so sad,0
3798,2009-06-25,I feel so alone rite now!! ,0
3799,2009-05-02,"Due to illness, Isn't going to Sydney to the JAOO conference after all.  ",0
3800,2009-06-15,"@KaraKitty U haz a point. They need US to work 4 them. Obviously, we know more about this shizz than the ppl they git now. ",0
3801,2009-06-05,"Gonna make some food, Don't know what to make ",0
3802,2009-06-19,No sleepover with Alex     Now I need plans for tonight... What exactly is there to do around here? Oh yeah... nothing.,0
3803,2009-06-20,@PBCliberal Clearly they believe important things happen between Monday and Friday.   I lost some respect for them today.,0
3804,2009-04-19,"@taylorswift13 i'm so bummed, tix sold out too fast so i dont get to see you this tour ",0
3805,2009-06-19,"Ug, my tattoo is still scabby, very sore, tight, itchy and red around some parts. ",0
3806,2009-05-03,"oh dear, the sun has just been concealed by a nasty looking black cloud. So much for nice weather ",0
3807,2009-05-22,http://tinyurl.com/rbc3md suggests PAT is possible. Thats not what premium support just told me ,0
3808,2009-06-15,Will somebody please send me a reply 2 my tweets come on folks ,0
3809,2009-06-18,@soozafritz ughh come over later? I'm terribly lonely ,0
3810,2009-06-15,I misplaced my Microsoft Word dictionary... I loved it... it even hard dirty words  So I downloaded a new one......,0
3811,2009-06-15,@xocasmyre woww i thought they just kinda broke up... ,0
3812,2009-05-26,R.I.P to Mike Tyson's daughter ,0
3813,2009-06-02,"burnt back last week, am now peeling and been eaten alive my mosquitoes. I am a mess. ",0
3814,2009-06-20,Is new at Twitter &amp; has nobody to follow! ,0
3815,2009-05-29,it's sooo warm ,0
3816,2009-06-15,@ann_donnelly Oh... I've had two since then  I at least have the good grace to look embarrassed,0
3817,2009-06-01,"sometimes is sad  For the once who are in love, Give youre boyfriend all the support the need, in everything. I miss my little boyfriend.",0
3818,2009-06-02,@jeanakeough jeana is  it true that you wont be returning to the next season.. PLEASE TELL ME.. im sad ,0
3819,2009-06-25,"It comes in pairs. The urge to sneeze, then, the urge to blow ",0
3820,2009-06-16,"@natalieeeg actually, i did! i dont think they sell the gum or dunkaroos anymore  and as for the leak... i'm still working on it ;)",0
3821,2009-06-20,"@StephW87 funny story... turns out I only imagined having your number, which is a good thing cuz in my imagination I accidently lost it ",0
3822,2009-06-01,&quot;Scream all you want small mailman... None of your mailman friends can hear you.&quot; This movie makes me miss my boy ,0
3823,2009-06-23,@JuiiCyeffBaby don't act like that with your brother it ain't the same old story I only used it once ok maybe twice but no more ,0
3824,2009-05-29,@susiegroove yes i did - as a thank you. have contacted them 2ce but no response ,0
3825,2009-06-04,"@TofflerAnn No idea Toffler, doesn't look all that Bangkok-related either.  http://tinyurl.com/LGUYgFH",0
3826,2009-06-15,Okayy soo we don't go out anymore since last night and I didn't even know wow I'm smart.. I feel sad ,0
3827,2009-06-19,Just saw Marley and Me.. really cute movie but sad ,0
3828,2009-06-07,@kcarruthers you aren't here ,0
3829,2009-06-20,wishing i went to birthday bash!! ,0
3830,2009-06-23,i'm very bored ,0
3831,2009-05-31,"Tom, my cat, is sick.   He's vomiting and won't eat anything...",0
3832,2009-06-22,Its Monday! ,0
3833,2009-06-15,Boooooo. No party ,0
3834,2009-05-17,"@suzziequeue hey, cool  but they havent got much songs from my favorite band ",0
3835,2009-05-10,Has to go to work tomorow and doesnt want to ,0
3836,2009-06-19,"@IamBSanders lol, wait i missed that he shot her!? ",0
3837,2009-06-18,@StarCreations oh - and been to work and drowned in accounts ,0
3838,2009-05-22,@hotshot929 LOL I WISH that's all it was.    Probably actually one of the healthier things I've eating all week.  :-p  ,0
3839,2009-06-06,"@helgatheweber I love Marten Reed  I wish I met more guys like him, hehe &lt;3",0
3840,2009-06-17,My best friend is a meanie. ,0
3841,2009-05-09,TIRED....really dont want to go to work tomorrow! ,0
3842,2009-06-18,@unfamus like me  and even worst the 5 trains messed up today smh,0
3843,2009-06-20,@MTVindia :: No one from Hyderabad? ,0
3844,2009-05-01,My mom just called to tell me our dog had to be put to sleep...sad day ,0
3845,2009-06-03,walked infront of the camera at channel 7  now watching state of origin ,0
3846,2009-06-19,@pviktor does look good...roland emmerich last couple epic's sucked major ass though unfortunately ,0
3847,2009-06-04,Then I realized it was a Caribbean artist who sampled Chub Rock. I was a little disappointed... ,0
3848,2009-06-20,@JBlazemusic lol awwww well good....i hope u enjoy...ive been wanting to see it...no1 will take me  lol,0
3849,2009-06-03,@LiggMo MORNING SUNSHINE!!! it still sux that im blocked from my work pc... ,0
3850,2009-06-15,"After a good mornings work on presentation, finding it hard to get back into it post lunch ",0
3851,2009-05-03,is going to a christening hung over ,0
3852,2009-06-15,oh god! another boring day for me.  http://plurk.com/p/117quj,0
3853,2009-05-13,Hi-la-a-r = Hilario? The guy in the photo emailed me advising that he thinks his tattoo is wrong. I think he's correct  http://ow.ly/6Npp,0
3854,2009-06-05,@ hates wheb cultures clash esp. when it involes the asian culture and asian american culture ,0
3855,2009-06-15,is at school in media sooo bored  whats everyone up to ??? xx &lt;3&lt;3&lt;3,0
3856,2009-06-17,eerrrrrrrrhggggg case study ,0
3857,2009-05-04,@taylorswift13 I'm so upset I can't see you in concert  ah well. some other time.,0
3858,2009-05-03,needs to take that medicine...all the way in the kitchen ,0
3859,2009-06-19,#inaperfectworld - Looks like thing will get bloody in Iran  Check out tweet at persiankiwi,0
3860,2009-04-19,"@krystlecruz Wow, what a horrible experience. Sorry you had to go thru that. Sucks we didn't get to hookup before you went back to Socal ",0
3861,2009-06-17,trying to cancel my charter trip ,0
3862,2009-06-16,I'm SOOOOO upset that I stained my new dress  I feel like cryinq. I'm qonna keep washinq it until it comes out tho cuz I'm not a qiver upp,0
3863,2009-05-29,the sun burned me today....my arms look angry  Party tonight tho babes! woop!,0
3864,2009-06-19,"Racing is canceled for Friday, June 19th due to wet track.  Track is closed ",0
3865,2009-06-01,Home from uni but ive got soo much work to do ,0
3866,2009-05-31,Really need to get out of my house. :| Can't even go to school tomorrow. ,0
3867,2009-06-04,"sad sad day, The norman hotel, brisbane is on Fire. Hate my steak well done as well  http://bit.ly/13bvDY",0
3868,2009-06-25,"@Saradia yeah wooooooooooo! rock on! (took 2 codein earlier, totally sleeeeepy right now     )",0
3869,2009-06-19,ffe wont log anyone in ,0
3870,2009-06-17,@JorDivision You never call me and leave me voicemails of you singing anymore. I miss it ,0
3871,2009-05-31,Right school tomorrow  so off to sleep! Night all! X,0
3872,2009-06-14,I'm awake! It's 8 in the morning and there's nothing I have to do today.. Can't go back to sleep.. ,0
3873,2009-05-02,trouble in paradise ,0
3874,2009-06-07,@pcdmelodyt Ohhh i'm so sorry for you &amp; the dolls  &amp; for the fans you were supposed to come at the concert..,0
3875,2009-06-17,View out of my bedroom window ok a very wet and miserable Welsh Wednesday  http://twitpic.com/7m3fp,0
3876,2009-05-30,"@ddlovato yesterday &quot;sonny with a chance&quot; came to brazil, i loved it! you're amazing &lt;33 please reply ",0
3877,2009-06-17,Everyone's going to the parade... except me  !!!!  I'm babysitting so Eli can go....,0
3878,2009-05-29,@chuybe again your fault  i didnt make u leave,0
3879,2009-06-17,got to see how using coconut oil effected my flapjacks with a taster session  then more housework ,0
3880,2009-06-23,@lonelysandwich @sexysadie Except it got even worse with Starship.  Such a sad end.,0
3881,2009-05-26,"But I'm not a loser  oh well, guess ill ask my husband when I get home",0
3882,2009-06-01,I have an earache so I am not the most pleasant right now.  ,0
3883,2009-06-20,Internet is damn slow since last 2-3 days.. Not willing to blog at this speed!  Thinking to shoot off mail to BSNL guys! #BSNL #Fail,0
3884,2009-05-29,Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one. ,0
3885,2009-06-06,i need someone to talk to right now ,0
3886,2009-05-04,"Alright, which one of you stole my copy of DiskWarrior? need to build a copy of 4.1.1 to fix friend's mac &amp; can't from backup copy ",0
3887,2009-05-31,"@vin495 the whole family was struck down with colds and fevers, yet I'm the only one that couldn't take time off duty ",0
3888,2009-06-06,damn... drop by 1  72. blogcatalog.com,0
3889,2009-05-29,@rsj456  So sad. We need to have a drink in his honor.,0
3890,2009-04-20,"So apparently, I can't get my old number back. So brokenhearted right now ",0
3891,2009-06-01,@chompa - so very sorry ,0
3892,2009-06-16,omg..i just drove all the wat 2 TACO BELL and they were closed...im so sad! ,0
3893,2009-06-18,grand torino is the most sad movie ever. i have never cried because of a movie... ,0
3894,2009-05-11,@kai_2412 : cha?o em Kai. @MM: thi? ch?a bi?t ngay la? HaThien se? bo? cha?y mï¿½?t de?p m?? ,0
3895,2009-06-25,@Olkaaaaa yes you're definitely a LUCKY GIRL!  thats what i think brazil suxs! hahaha ,0
3896,2009-06-03,@dylan920 I woke up right before the &quot;big fight sequence&quot;  bummer...I wanted to see how it turned out.,0
3897,2009-06-17,FUUUUUCK! I missed a call for an interview with Jim at EB Games! I need to go down there 2mrw. I hope I didnt miss the boat entirely ,0
3898,2009-06-24,NOT feeling GOOD ,0
3899,2009-05-29,My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that's all i wanted for my birthday ,0
3900,2009-06-02,@b5_chick_4life awww mannn! lol that sux tymes 10 ,0
3901,2009-05-29,I'm gonna miss the game!!!! Ugggghhhh  ... But GOoooOOo Nuggets!!! ,0
3902,2009-06-20,"@lovetehlie @faytmanson we could all drink together, but my I.D. Disappeared somewhere during pride and I haven't seen it since ",0
3903,2009-06-19,@mitchelmusso And me? ,0
3904,2009-05-29,@kx3thryn agreeeed. my night was horrible. ,0
3905,2009-06-16,"@biznic oooo, i LOVE salesforce. used it at my job a few years back. it is better, but i needed that template for my work ",0
3906,2009-06-01,@rmpche I am lost. Please help me find a good home. ,0
3907,2009-05-22,@simikn awww! i miss u like crazy alreadyyy!  x,0
3908,2009-06-05,@FrankieTheSats Om  He'll be there in some days. Just wait. ;) XX,0
3909,2009-04-07,Really like my new phone! Need more sleep ,0
3910,2009-06-03,i want my iphone!  stupid insurance people should've sent it back already!,0
3911,2009-06-20,Needs to do homework ,0
3912,2009-06-20,"tomorrow is gonnnna stink, cause im going to a soccer tornament! ",0
3913,2009-06-17,Listening to some 'Patron Tequila'. Might not be the best song but I'm trying to fogot something ughh ,0
3914,2009-05-03,@pixelgypsy sorry to hear that  I hope today is a better day!,0
3915,2009-05-26,Is sad that CA couldn't just let people love regardless of sexual orientation. ,0
3916,2009-05-31,"my mom just won $25 in a box of cheerios that i was eating, fml i could of used that and it was rightfully mine  haha",0
3917,2009-06-14,had a luuvlyy day with the besties on saturday. but now is NOT looking forward to be going to school when all i can think about is sleep ,0
3918,2009-06-07,"It would be nice to have a day to myself. Just one, please. ",0
3919,2009-06-01,@danielboys Use sun cream!! Really can't wait for your album but in France so may miss the signing   Lots of love and best wishes.,0
3920,2009-05-31,is scared to go out to monday night madness and get completely hammered cause my baby isnt here to take care of me ,0
3921,2009-05-31,I miss Studying Math  Having just a little &quot;Formal&quot;-ity for the time being..,0
3922,2009-06-19,I wish tomoro was tonight  lol,0
3923,2009-05-03,I am about to go to work and tackle catchup work! ,0
3924,2009-06-20,"On the road back Alabama.....RIP Arsene, we love you and will miss you ",0
3925,2009-05-22,i'm so sorry folks! my hp is temporarily blocked. sorry!!! ,0
3926,2009-06-19,work today ,0
3927,2009-06-14,@carrieland You like TRUEBLOOD?!  We're getting ready to finish up the first season ,0
3928,2009-05-10,Ugh. Testing this week ,0
3929,2009-06-16,@dan_in_the_box ahhhhhhhhhhhhhhhhhhhhhh ,0
3930,2009-06-18,"I realized why I hate middle-schoolers. Grow up, you little pieces of &amp;*@$.  I'm pretty mad if you can't tell, Whatever. Audition-2 Days!",0
3931,2009-05-10,currently in shitty/overly grumpy mood..must be cuz of gay schoolwork which is due 2moz plus lack of sleep ,0
3932,2009-06-15,@Spook26 aw im sorry  what kind of shoes did you get??,0
3933,2009-06-17,@ijustine what?! The server is down?! I was just about to try download it ,0
3934,2009-06-02,Elevator is off for 3 days...why do I have to live on the 8th floor? ,0
3935,2009-06-20,wishes her best friend would come back from camping ,0
3936,2009-06-05,Getting Ready.. !!! hmmm not sure what to wear...its cold outside.. ,0
3937,2009-05-29,"@KatMeyer Hey, is the #beatweetup badge required for tonight? Just realized I left mine at home! ",0
3938,2009-05-03,"Done. *visitis javascriptkit's word count* Arse, I think I overdid it. ",0
3939,2009-06-01,sorry about hurting nicks feeling at dinner. ,0
3940,2009-06-15,head ache ,0
3941,2009-05-29,@JamaicaPanama im missin out on all the fun aww  *cryin* lol,0
3942,2009-06-06,Is fed up with this assignment gosh can not wait for it 2 be over  :@,0
3943,2009-06-22,Having a less then productive day at work today. Lots of demands to put out fires and acomplishing very little. Kind of a rough day... ,0
3944,2009-05-16,@maryellenrich Girl!!!!!!!  Its a mess!!! I am trying to figure out a settle down point... I am on the beach and need a vacation ,0
3945,2009-06-01,"Anyone wanna b cool enough to help me fall asleep, everything I've done is obviously not freakin workin   http://myloc.me/2loE",0
3946,2009-06-07,my poor puppy  i got home and I cried ;( i want her pain to be mine ,0
3947,2009-05-14,"by well, I mean not good ",0
3948,2009-06-07,"I wanted so bad to watch the Tony's tonight. NPH hosting and @KChenoweth presenting! Damn you Sky, for not having Film&amp;Arts! ",0
3949,2009-06-05,@STH_Designs rofl I didn't  seriously!!,0
3950,2009-06-20,Hmmmm bored  Any1 wanna talk on MSN?,0
3951,2009-06-06,Kinda scared about having to come up with a random story in Irish! Is fuath liom Gaeilge! Ta sÃ© rÃ³ deacair!! NÃ­l aon focal agam! ,0
3952,2009-06-02,i feeel very sick ,0
3953,2009-05-17,"I'm in Little 5 Points in ATL, this rain is not poppin. ",0
3954,2009-06-17,I can't believe this is happening! ,0
3955,2009-05-17,Started a 3 page essay at 12 and is still not done with it.  I don't know what else to write.  C4rLo5,0
3956,2009-04-20,its a pretty day and im listening to modest rat but working ,0
3957,2009-06-06,come on... drop by 37  53. sulumitsretsambewno.com,0
3958,2009-06-19,@TMURPH74 yea i just got home like 5 mins ago...got off later than usual ,0
3959,2009-06-19,"Off to my first real workout... Wish me luck, I'm nervous! ",0
3960,2009-06-16,"@f1_fans it wouldn't be nice to have the championship leaders pulling out of #f1 on the eve of the British GP, I hope they sort it out ",0
3961,2009-06-25,i wanna take a sunbath in the backyard  but i have to go to the dentist.. well maybe after the dentist (:,0
3962,2009-06-06,@courtneymariee AIM please ,0
3963,2009-05-29,"got up at 8 today, and also misses his friend @danceashleylove ",0
3964,2009-05-26,"Sleeping from 8pm monday to 130 pm tuesday wasnt a good idea. Im ill and tired as fuqq, but cant fall asleeep. Fml ",0
3965,2009-05-29,"@WinterDaisy I can't wait till next year. All their offerings started at 3 and up, poor 2 yr old is left out.  No fun being the baby bro.",0
3966,2009-06-15,"@HayleyNewland Cannot find anything about it on the web, I think we'll have to wait a year or so  Just like Friends will watch re-runs!",0
3967,2009-06-25,No work today  instead out on the lake ,0
3968,2009-06-25,@TheQnBee hahaha and I was runnin(forrest gump) loool cacti hurt ,0
3969,2009-06-18,I just did all the yardwork ,0
3970,2009-06-15,@vettyv some people that know me hate me ,0
3971,2009-06-03,"Kind of interesting; 1st day &amp; 1/2 of around us was supportive, but now starting to see some boo-birds.  Can't pls every1 I guess. ",0
3972,2009-06-01,"@pickmynostERIL Yes, they look less like Mom&amp;Dad and more like celebrities. ",0
3973,2009-06-18,i hope my prada 2 is home ,0
3974,2009-06-16,I feel like crap. ,0
3975,2009-06-06,@tracytilly Probably not. I have my clinic that day and a full slate of patients. ,0
3976,2009-06-03,@Lynzy7 if there had been training and the ivr was programmed correctly it would be as sold but it isn't and i haven't touched bb at all  ,0
3977,2009-06-05,people should have to take a test before they are allowed to have a dog some people are just cruel and animal control is no help ,0
3978,2009-06-01,Hate &quot;suporters&quot; who leaves when things arent going their teams way!!!! Viking(&lt;3) 0-3 VÃ¥lerenga ,0
3979,2009-06-23,I just want go to the bed and NEVER MORE weak up ,0
3980,2009-05-18,I miss my Sunshine ,0
3981,2009-06-05,Dropped the ball on Blink 182 in T.O tickets ,0
3982,2009-05-02,@rosswitherby now all you need is a sore throat  get well soon buddy.,0
3983,2009-05-31,Saw a huge grass fire at Travis and Kathy's place.. ,0
3984,2009-05-31,@theartofdance btw rent tomorrow  ........im happy i got that STEP UP 3 money haha,0
3985,2009-06-20,"@jellyybeannn  aww grrowwl, I'm srry. I'll try being boring... Yes ma'am, we most certainly will try maintaining a safe environment...",0
3986,2009-06-16,"@kattiev haha damn, you're like my height ",0
3987,2009-05-31,@donnell Gotta agree with you. Is it fair for kids to have such unequal chances at a good education and a healthy home? Poor Biff. ,0
3988,2009-06-18,"Just stopped following Rob Zombie. Heard he gets a bit ticked if you use the word &quot;zombie&quot;. Dude, that word is older than you are. ",0
3989,2009-06-16,ummm last day of my internship for this school year  but im glad schools ALMOST done!!!,0
3990,2009-06-18,"@Destini41 I'm ready for the PbP, but I don't have a teddy bear. ",0
3991,2009-04-18,@Leslie_G stack is injured  are you a rowdy fan? Do you think we'll go 2-0? Was a great game...,0
3992,2009-06-21,i forgot to tell my daddy happy father day!! and even didnt get him something  bad daughter shame on me,0
3993,2009-06-02,Going to sleep. Or trying to. Shoulda been in bed 2 hours ago. Insominia strikes again! ,0
3994,2009-05-31,"Just made it home, had to take my puppy to the *after hours emergency clinic.  She is dehydrated and really sick.",0
3995,2009-06-01,The air is not workin in business building 320.  Now I am dying ,0
3996,2009-06-18,"After a yr of complaining about cut/paste on the iPhone, it's time to complain about not being able to take video (not 3GS). ",0
3997,2009-06-05,WHOOPS! That would be @threepeasart! Got the Twitter handle wrong ,0
3998,2009-05-30,my best frend is leaving today to go live wih her mom in Chattanooga for 4 weeks  i love you Sydeny!,0
3999,2009-06-21,"In work on-call, would rather be at the baptismal service though ",0
4000,2009-05-30,"Ohhhhhhhhhhh no, go away rain, please go away!!!!! ",0
4001,2009-05-03,That stuff was strong....it'a making me feel sick!  For sure not going to work tomorrow.,0
4002,2009-06-23,@iHeartChezzy i wish i could  jus dont let @Just_Cal ruin yo ish. otherwise me and @ShadiFareed gonna have to pull out the rachet on him!,0
4003,2009-06-06,The weather is so gorgeous today!  It's a shame I have to go to go work later and miss out.    Work should be optional on nice days.,0
4004,2009-06-01,@twitter Is the acct cleanup what happened 2 me? I was suspended briefly yesterday... ,0
4005,2009-05-31,There's only two weeks 'til school's over. I have a feeling I'm gonna fail music. ,0
4006,2009-06-03,i had such a kak day ! Showee!!  @Kirhay,0
4007,2009-06-25,so when I went to shower this morning there was no hot water ,0
4008,2009-06-01,"at home, want to meet PCD at Hotel in Jakarta ",0
4009,2009-06-18,@lorfna: But my actual favorite got eliminated. I adored her! ,0
4010,2009-06-07,@lightsnoise whats with the lack of tweets?  YOU ARE MISSED!,0
4011,2009-06-16,"is studying for TWO exams on Thursday...fml untill then, I have to get A's on both ",0
4012,2009-06-05,@jessegahimer is leaving houston tonight ,0
4013,2009-06-17,@ChristinaPryor I don't think my hubby is going to let me get anything else Twilight.      #peterfacinelli,0
4014,2009-04-20,@tinkslovesj have you seen that Sky+ app? lets you control stuff from your iPhone! I'm into Gossip Girl ok?I'm not proud if it ,0
4015,2009-06-16,Argh!!!!!!! Got some quality college time now lol.... ,0
4016,2009-05-31,can't find a small enough photo!! ahhh!! ,0
4017,2009-06-15,Why did director decide to take a meeting that still isn't over before finishing reading my grant proposal? Have to stay 'til it's in. ,0
4018,2009-05-31,Just watched my dumbo rat die  saddest moment ever. I miss her already.,0
4019,2009-06-15,@shaydechelle eff you!! ,0
4020,2009-06-20,@twizb I've got two more days of work left... ,0
4021,2009-06-18,"SHUTUP AND UT YOUR MONEY WHERE YOUR MOUTH IS. THAT'S WHAT YOU GET FOR WAKING UP IN VEGAS. ... I haven't gone to sleep yet, though. ",0
4022,2009-06-06,in work ,0
4023,2009-06-20,My girl's temp is up to 102 and staying.    Need to go to store for more Motrin and Tylenol.  Hate when she's sick!!,0
4024,2009-06-19,"OK, so I've unboxed my iPhone 3GS (photos: http://bit.ly/CmrpV ) but not had chance to activate it yet!  Just sat in the box still... ",0
4025,2009-05-14,have a 10am surgery scheduled for my macbook pro.  ,0
4026,2009-04-21,i really dont want to go to school today  i'm wayyyyyy too tired,0
4027,2009-06-18,@Bobblehead7 Do you not like me or something ,0
4028,2009-05-31,@hot_on_a_dime If only! I miss all of you ,0
4029,2009-06-15,"is on lunch, can't tweet during working hours as it is barred   Eating a bacon sandwich yummy!!!",0
4030,2009-06-15,@naptress Yaaaay! Jeeest say when. What? Leaving? Noooooo. ,0
4031,2009-05-22,just went shopping ... im so tired ,0
4032,2009-04-18,feeling ever sadder that there is no video recorder for the g1 - and it seems like there may never be ,0
4033,2009-06-16,"I am so tired, so exhausted, so run down. I feel like my body is never gonna recover.  I want to feel better now. Pray for me.",0
4034,2009-06-01,"@hiijessicaa, You are really sassy, but its kay, we are best friends.  No best buddies tomorrow ",0
4035,2009-06-19,Now that I'm in the bed I'm not sleepy soooo whack!!! Another night alone ,0
4036,2009-05-30,is suffering badly with sunburn not a happy bunny right now ,0
4037,2009-04-19,is bored  i feel like dancing but cant baby sitting  *~B@By B3Cc@~*,0
4038,2009-05-26,It was stupid to wait til 11 pm to write a 5 page research paper ,0
4039,2009-06-05,@HappyHousewife  we have NOTHING here  can't get free ice cream or free rootbeer floats or free donuts!!!,0
4040,2009-04-20,Sorry NLA's Ballet Russes exhibit URL didn't work  #sv2009 Try http://is.gd/tBV6,0
4041,2009-06-14,@BOOGIESWORLD I'm charging up the ipod and bberry in the car. Left my wall chargers at home. ,0
4042,2009-05-02,@Mashaaaaa wait NO I MEANT DONT MAKE FUN OF YOURSELF .. its not good ,0
4043,2009-06-17,"I'm sick as a dog. Can't join in any of the festivities today/tonight. Food poisoning  If I see cucumbers n pico sauce, it'll be too soon",0
4044,2009-06-16,is worried..there is a student in my daughter's school with A(H1N1)   same grade pa....   as in classroo... http://plurk.com/p/11cd47,0
4045,2009-06-19,PAHAHAHAHA rob pattinson was hit by a taxi cab!!! But he wasnt hurt ,0
4046,2009-05-29,Ugh  eating a carnival corndog then a cotton candy not a good idea,0
4047,2009-06-24,@sarahudd so sleepy! Super! Must be the weather! ,0
4048,2009-06-17,Damn. Just realised am volunteering at a school science day on Monday- ordinarily YAY Science but M has the day off so  to missing him,0
4049,2009-05-31,@mileycyrus i can't find where to vote for you! nothing comes up ,0
4050,2009-06-07,I want candy...that's not good since I don't have any ,0
4051,2009-06-16,"@ashleyfrigginb yeah, i'm working tomorrow  i'm off tuesdays, fridays, and the weekends",0
4052,2009-04-07,@deepbluesealove Your beau's not online tonight  bummer for U...And No music either!,0
4053,2009-05-01,just realized i lost MY ENTIRE itunes collection..  What A DAY..SERIOUSLY!!..WHAT A DAY! UGH!,0
4054,2009-06-01,@LiL_LaDy603 I can't do it !..  lol,0
4055,2009-06-20,@treborlady this is a sad day... i have hundreds of pairs...  lol how are you?,0
4056,2009-06-20,I just completely forgot what I was going to tweet ,0
4057,2009-05-03,"Only way to start the morning, a big starbucks and muffin. Now I don't wanna do homework  help fairygodmother!",0
4058,2009-06-20,Looking at our boat.... Unfortunately it is not in the water yet ,0
4059,2009-05-14, the boys will be at the airport by now... sad times!,0
4060,2009-06-06,Royal oak is dead dead dead. Douche bags and a whack ass dj. So sad but that place us more than done ,0
4061,2009-05-31,finished 12 hour shift what a crap weekend i have had ,0
4062,2009-06-17,"itunes says that an update is available (3.0), but then just does nothing when I press update ",0
4063,2009-05-29,@airforcelax17 I really liked him too   Hes so mean he wouldn't dance with me once ,0
4064,2009-06-20,just came back from Sauce in Victoria.... returned to a hotel room with no jelly bellys for turn down service  oh well...,0
4065,2009-06-17,@therealGlambert yay u got a twitter finally.. i was sick of sending messages to posers  lol,0
4066,2009-05-31,I cannot believe another day of glorious sunshine but a day closer to work  - trying not to think about this its to depressing ,0
4067,2009-04-19,"@sageingenue Yeah, those are a no go. He doesn't seem to be interested in the fantastic stories, and we had Sideways...untouched ",0
4068,2009-06-07,Tried to fix Diablo 2 on my macbook.  Diablo 2 killed my macbook. DIAAAABLO!!!! Lord of terror strikes again. ,0
4069,2009-06-15,@Beaukat oh no.    I think I know the one you're talking about,0
4070,2009-06-17,@RagingBitch No one is in MTP  Tis lonely,0
4071,2009-06-15,i miss shirley ,0
4072,2009-05-10,i am so so sad cause this mother's day i'm away from my mommy! ,0
4073,2009-05-18,@mp3mad maybe its because of her settings and the @replies.. ,0
4074,2009-06-18,Its monsoon in Kerala. Frequent blackouts ,0
4075,2009-05-03,Horrible migraine. What is with head lately? ,0
4076,2009-06-02,"@Thomas_Ward No Kid Icarus  but with 2 Mario's,Metroid,Golden Sun and a new Zelda for the Wii I'm still happy.How about you ?",0
4077,2009-06-20,"@seedgirl nope, missed the morning sessions (but nice to read the gist from your tweet)  enjoy the meet up (I have a time conflict) ",0
4078,2009-05-30,I hate being sick.  *cough*,0
4079,2009-06-22,can't wait for the bachelorette tonight!! although I think she's sending Jake home which makes me really really sad ,0
